DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,ELA # Tested,ELA # Proficient (L3&4),ELA % Proficient (L3&4),Math # Tested,Math # Proficient (L3&4),Math % Proficient (L3&4),2017-18 Total 4-year August Grad Cohort,2017-18 % 4-year August Graduates,2017-18 Total 6-year Grad Cohort,2017-18 % 6-year Graduates
04M038,4,P.S. 38 Roberto Clemente,false,M121,false,241,241,0,0,0.021,0.353,0.577,0.025,0.025,0.303,0.124,0.942,110,21,19.1%,111,16,14.4%,No Data,No Data,No Data,No Data
04M083,4,P.S. 083 Luis Munoz Rivera,false,M083,false,414,414,0,0,0.099,0.186,0.688,0.005,0.022,0.227,0.092,0.867,198,98,49.5%,195,109,55.9%,No Data,No Data,No Data,No Data
04M102,4,P.S. 102 Jacques Cartier,false,M102,false,265,265,0,0,0.094,0.306,0.491,0.057,0.053,0.294,0.102,0.97,109,46,42.2%,108,45,41.7%,No Data,No Data,No Data,No Data
04M112,4,P.S. 112 Jose Celso Barbosa,false,M112,false,319,319,0,0,0.025,0.238,0.665,0.013,0.06,0.367,0.197,0.774,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
04M146,4,P.S. 146 Ann M. Short,false,M146,false,383,383,0,0,0.047,0.225,0.7,0.005,0.023,0.394,0.175,0.974,158,49,31.0%,159,59,37.1%,No Data,No Data,No Data,No Data
04M155,4,P.S. 155 William Paca,false,M155,false,248,248,0,0,0.008,0.097,0.855,0.036,0.004,0.343,0.383,0.968,109,18,16.5%,110,17,15.5%,No Data,No Data,No Data,No Data
04M182,4,The Bilingual Bicultural School,false,M083,false,314,314,0,0,0.003,0.054,0.939,0,0.003,0.277,0.312,0.962,154,67,43.5%,155,54,34.8%,No Data,No Data,No Data,No Data
04M206,4,P.S. 206 Jose Celso Barbosa,false,M112,false,477,250,227,0,0.019,0.245,0.673,0.021,0.042,0.436,0.149,0.797,401,119,29.7%,344,95,27.6%,No Data,No Data,No Data,No Data
04M224,4,M.S. 224 Manhattan East School for Arts & Academics,false,M099,false,185,0,185,0,0.108,0.297,0.449,0.038,0.108,0.281,0.054,0.686,165,102,61.8%,114,61,53.5%,No Data,No Data,No Data,No Data
04M310,4,THE JUDITH S. KAYE HIGH SCHOOL,false,M646,true,101,0,0,101,0,0.376,0.564,0.03,0.03,0.376,0.059,0.752,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
04M372,4,Esperanza Preparatory Academy,false,M117,false,569,0,215,354,0.019,0.1,0.861,0.004,0.016,0.246,0.325,0.875,174,36,20.7%,122,24,19.7%,84,65.5%,69,81.2%
04M375,4,Mosaic Preparatory Academy,false,M101,false,313,313,0,0,0.022,0.38,0.54,0.045,0.013,0.323,0.093,0.952,125,33,26.4%,118,14,11.9%,No Data,No Data,No Data,No Data
04M377,4,Renaissance School of the Arts,false,M155,false,168,0,168,0,0.012,0.399,0.554,0.024,0.012,0.274,0.071,0.946,144,50,34.7%,113,24,21.2%,No Data,No Data,No Data,No Data
04M435,4,Manhattan Center for Science and Mathematics,false,M435,false,1650,0,0,1650,0.197,0.187,0.529,0.033,0.054,0.142,0.068,0.804,No Data,No Data,No Data,No Data,No Data,No Data,381,98.2%,378,97.1%
04M497,4,Central Park East I,false,M013,false,189,189,0,0,0.09,0.148,0.386,0.106,0.27,0.201,0.048,0.439,34,19,55.9%,32,15,46.9%,No Data,No Data,No Data,No Data
04M555,4,Central Park East High School,false,M013,false,508,0,0,508,0.175,0.262,0.494,0.026,0.043,0.159,0.018,0.78,No Data,No Data,No Data,No Data,No Data,No Data,131,96.9%,106,94.3%
04M825,4,Isaac Newton Middle School for Math & Science,false,M435,false,240,0,240,0,0.054,0.217,0.704,0.008,0.017,0.296,0.129,0.883,212,93,43.9%,161,48,29.8%,No Data,No Data,No Data,No Data
04M964,4,Central Park East II,false,M050,false,483,330,153,0,0.054,0.319,0.408,0.072,0.147,0.255,0.031,0.513,210,90,42.9%,201,70,34.8%,No Data,No Data,No Data,No Data
05M030,5,P.S. 030 Hernandez/Hughes,false,M030,false,253,253,0,0,0.012,0.407,0.538,0.012,0.032,0.225,0.087,0.933,96,44,45.8%,101,25,24.8%,No Data,No Data,No Data,No Data
05M092,5,P.S. 092 Mary McLeod Bethune,false,M092,false,259,259,0,0,0.008,0.625,0.34,0.012,0.015,0.359,0.069,0.985,116,40,34.5%,116,41,35.3%,No Data,No Data,No Data,No Data
05M123,5,P.S. 123 Mahalia Jackson,false,M123,false,471,290,181,0,0.021,0.507,0.412,0.023,0.036,0.244,0.163,0.949,317,71,22.4%,323,49,15.2%,No Data,No Data,No Data,No Data
05M125,5,P.S. 125 Ralph Bunche,false,M125,false,284,284,0,0,0.042,0.38,0.366,0.046,0.165,0.176,0.021,0.669,65,38,58.5%,68,40,58.8%,No Data,No Data,No Data,No Data
05M148,5,Eagle Academy for Young Men of Harlem,false,M136,false,374,0,183,191,0.005,0.695,0.241,0.045,0.013,0.305,0.043,0.746,144,25,17.4%,90,22,24.4%,No Data,No Data,No Data,No Data
05M154,5,P.S. 154 Harriet Tubman,false,M154,false,287,287,0,0,0.063,0.544,0.328,0.014,0.052,0.251,0.164,0.958,120,42,35.0%,121,33,27.3%,No Data,No Data,No Data,No Data
05M157,5,The Urban Assembly School for Global Commerce,false,M501,false,250,0,0,250,0.012,0.488,0.46,0.012,0.028,0.276,0.1,0.836,No Data,No Data,No Data,No Data,No Data,No Data,77,58.4%,s,s
05M175,5,P.S. 175 Henry H Garnet,false,M175,false,347,347,0,0,0.049,0.545,0.357,0.02,0.029,0.207,0.121,0.922,139,56,40.3%,141,56,39.7%,No Data,No Data,No Data,No Data
05M194,5,P.S. 194 Countee Cullen,false,M194,false,193,193,0,0,0.01,0.565,0.352,0.041,0.031,0.295,0.155,0.979,109,13,11.9%,109,9,8.3%,No Data,No Data,No Data,No Data
05M197,5,P.S. 197 John B. Russwurm,false,M197,false,305,305,0,0,0.007,0.597,0.374,0.003,0.02,0.272,0.062,0.938,130,24,18.5%,135,12,8.9%,No Data,No Data,No Data,No Data
05M285,5,Harlem Renaissance High School,false,M911,true,216,0,0,216,0.009,0.528,0.421,0.009,0.032,0.329,0.162,0.87,No Data,No Data,No Data,No Data,No Data,No Data,94,13.8%,120,40.0%
05M286,5,Urban Assembly Academy for Future Leaders,false,M043,false,125,0,125,0,0.024,0.544,0.376,0.024,0.032,0.432,0.088,0.864,114,21,18.4%,83,8,9.6%,No Data,No Data,No Data,No Data
05M304,5,Mott Hall High School,false,M136,false,288,0,0,288,0.042,0.347,0.566,0.017,0.028,0.316,0.201,0.92,No Data,No Data,No Data,No Data,No Data,No Data,82,65.9%,91,80.2%
05M362,5,Columbia Secondary School,false,M125,false,718,0,297,421,0.089,0.206,0.39,0.056,0.259,0.162,0.006,0.483,243,222,91.4%,163,151,92.6%,90,98.9%,81,100.0%
05M369,5,Urban Assembly School for the Performing Arts,false,M043,false,387,0,0,387,0.008,0.483,0.473,0.028,0.008,0.24,0.075,0.829,No Data,No Data,No Data,No Data,No Data,No Data,75,72.0%,59,88.1%
05M514,5,New Design Middle School,false,M195,false,142,0,142,0,0.007,0.62,0.338,0.007,0.028,0.437,0.106,0.958,116,10,8.6%,121,11,9.1%,No Data,No Data,No Data,No Data
06M052,6,J.H.S. 052 Inwood,false,M052,false,261,0,261,0,0,0.034,0.954,0.008,0.004,0.245,0.467,0.969,227,42,18.5%,218,25,11.5%,No Data,No Data,No Data,No Data
06M103,6,Dos Puentes Elementary School,false,M132,false,412,412,0,0,0.002,0.027,0.767,0.017,0.187,0.233,0.291,0.653,162,66,40.7%,166,65,39.2%,No Data,No Data,No Data,No Data
06M115,6,P.S. 115 Alexander Humboldt,false,M115,false,452,452,0,0,0.013,0.007,0.942,0.004,0.033,0.195,0.27,0.962,208,55,26.4%,225,70,31.1%,No Data,No Data,No Data,No Data
06M128,6,P.S. 128 Audubon,false,M128,false,597,597,0,0,0.01,0.039,0.918,0.008,0.025,0.206,0.219,0.906,243,94,38.7%,255,86,33.7%,No Data,No Data,No Data,No Data
06M132,6,P.S. 132 Juan Pablo Duarte,false,M132,false,247,247,0,0,0,0.02,0.964,0,0.016,0.235,0.457,0.883,134,29,21.6%,152,40,26.3%,No Data,No Data,No Data,No Data
06M143,6,J.H.S. 143 Eleanor Roosevelt,false,M143,false,247,0,247,0,0.012,0.032,0.903,0.012,0.04,0.308,0.587,0.903,221,42,19.0%,239,44,18.4%,No Data,No Data,No Data,No Data
06M153,6,P.S. 153 Adam Clayton Powell,false,M153,false,540,540,0,0,0.022,0.17,0.754,0.011,0.043,0.156,0.304,0.896,238,99,41.6%,252,109,43.3%,No Data,No Data,No Data,No Data
06M173,6,P.S. 173,false,M173,false,483,483,0,0,0.039,0.029,0.901,0.004,0.027,0.174,0.139,0.826,203,84,41.4%,214,87,40.7%,No Data,No Data,No Data,No Data
06M189,6,P.S. 189,false,M189,false,743,743,0,0,0.005,0.013,0.948,0,0.034,0.199,0.245,0.927,340,148,43.5%,350,145,41.4%,No Data,No Data,No Data,No Data
06M192,6,P.S. 192 Jacob H. Schiff,false,M192,false,390,390,0,0,0.003,0.095,0.862,0.003,0.038,0.208,0.292,0.915,148,54,36.5%,158,49,31.0%,No Data,No Data,No Data,No Data
06M209,6,Hamilton Grange Middle School,false,M192,false,295,0,295,0,0.017,0.105,0.827,0.017,0.034,0.224,0.207,0.908,279,100,35.8%,251,71,28.3%,No Data,No Data,No Data,No Data
06M211,6,Inwood Early College for Health and Information Technologies,false,M052,false,414,0,0,414,0.005,0.118,0.843,0.019,0.014,0.249,0.116,0.911,No Data,No Data,No Data,No Data,No Data,No Data,86,86.0%,No Data,No Data
06M293,6,City College Academy of the Arts,false,M218,false,608,0,262,346,0.013,0.039,0.914,0.007,0.026,0.146,0.054,0.809,247,127,51.4%,237,76,32.1%,84,100.0%,88,100.0%
06M311,6,Amistad Dual Language School,false,M176,false,404,257,147,0,0.01,0.02,0.923,0.005,0.042,0.181,0.285,0.787,256,126,49.2%,264,115,43.6%,No Data,No Data,No Data,No Data
06M314,6,Muscota,false,M176,false,296,296,0,0,0.041,0.03,0.456,0.064,0.409,0.176,0.061,0.355,127,102,80.3%,127,96,75.6%,No Data,No Data,No Data,No Data
06M319,6,M.S. 319 - Maria Teresa,false,M090,false,385,0,385,0,0,0.031,0.961,0,0.008,0.265,0.392,0.956,311,78,25.1%,320,66,20.6%,No Data,No Data,No Data,No Data
06M322,6,Middle School 322,false,M218,false,400,0,400,0,0.007,0.04,0.938,0.002,0.013,0.245,0.425,0.95,359,98,27.3%,385,69,17.9%,No Data,No Data,No Data,No Data
06M324,6,M.S. 324 - Patria Mirabal,false,M090,false,340,0,340,0,0.009,0.112,0.841,0.003,0.035,0.306,0.341,0.909,279,107,38.4%,254,90,35.4%,No Data,No Data,No Data,No Data
06M328,6,Community Math & Science Prep,false,M164,false,210,0,210,0,0.029,0.086,0.843,0.005,0.038,0.357,0.514,0.976,167,30,18.0%,192,30,15.6%,No Data,No Data,No Data,No Data
06M348,6,Washington Heights Expeditionary Learning School,false,M143,false,864,213,270,381,0.012,0.035,0.912,0.007,0.035,0.205,0.161,0.807,309,114,36.9%,230,87,37.8%,91,75.8%,86,81.4%
06M349,6,Harbor Heights,false,M173,false,129,0,129,0,0,0,1,0,0,0.016,0.915,0.977,81,2,2.5%,137,24,17.5%,No Data,No Data,No Data,No Data
06M368,6,Hamilton Heights School,false,M153,false,149,149,0,0,0.034,0.201,0.497,0.06,0.208,0.188,0.168,0.678,90,27,30.0%,92,31,33.7%,No Data,No Data,No Data,No Data
06M423,6,High School for Excellence and Innovation,false,M052,true,182,0,0,182,0,0.088,0.896,0.005,0.011,0.192,0.511,0.94,No Data,No Data,No Data,No Data,No Data,No Data,59,45.8%,72,63.9%
06M462,6,The College Academy,false,M465,false,427,0,0,427,0.002,0.063,0.902,0.012,0.021,0.176,0.522,0.96,No Data,No Data,No Data,No Data,No Data,No Data,103,70.9%,94,76.6%
06M463,6,High School for Media and Communications,false,M465,false,396,0,0,396,0.008,0.098,0.874,0.008,0.013,0.174,0.497,0.955,No Data,No Data,No Data,No Data,No Data,No Data,101,62.4%,134,66.4%
06M467,6,High School for Law and Public Service,false,M465,false,481,0,0,481,0.006,0.139,0.832,0.002,0.021,0.256,0.391,0.896,No Data,No Data,No Data,No Data,No Data,No Data,154,66.9%,141,73.8%
06M468,6,High School for Health Careers and Sciences,false,M465,false,423,0,0,423,0.019,0.149,0.811,0.012,0.009,0.182,0.411,0.981,No Data,No Data,No Data,No Data,No Data,No Data,106,75.5%,131,75.6%
06M513,6,Castle Bridge School,false,M128,false,210,210,0,0,0.014,0.057,0.69,0.038,0.2,0.343,0.348,0.657,17,11,64.7%,16,10,62.5%,No Data,No Data,No Data,No Data
07X030,7,P.S. 030 Wilton,false,X030,false,536,536,0,0,0.007,0.226,0.735,0.009,0.022,0.22,0.209,0.925,251,67,26.7%,260,45,17.3%,No Data,No Data,No Data,No Data
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,false,X151,false,716,469,247,0,0.031,0.264,0.661,0.011,0.034,0.225,0.131,0.888,404,130,32.2%,407,103,25.3%,No Data,No Data,No Data,No Data
07X043,7,P.S. 043 Jonas Bronck,false,X043,false,452,452,0,0,0.002,0.243,0.743,0.004,0.007,0.201,0.126,0.958,191,85,44.5%,195,72,36.9%,No Data,No Data,No Data,No Data
07X049,7,P.S. 049 Willis Avenue,false,X049,false,650,650,0,0,0.003,0.282,0.694,0.012,0.009,0.288,0.135,0.962,273,127,46.5%,274,139,50.7%,No Data,No Data,No Data,No Data
07X065,7,P.S. 065 Mother Hale Academy,false,X065,false,377,377,0,0,0.021,0.302,0.655,0.013,0.008,0.247,0.127,0.971,159,47,29.6%,164,41,25.0%,No Data,No Data,No Data,No Data
07X151,7,J.H.S. 151 Lou Gehrig,false,X151,false,230,0,230,0,0.004,0.248,0.717,0.004,0.026,0.274,0.322,0.965,199,34,17.1%,219,21,9.6%,No Data,No Data,No Data,No Data
07X154,7,P.S. 154 Jonathan D. Hyatt,false,X154,false,333,333,0,0,0.006,0.411,0.559,0.015,0.009,0.213,0.087,0.973,157,89,56.7%,161,60,37.3%,No Data,No Data,No Data,No Data
07X161,7,P.S. 161 Juan Ponce De Leon School,false,X161,false,485,485,0,0,0.004,0.2,0.765,0.012,0.019,0.26,0.138,0.975,167,52,31.1%,170,65,38.2%,No Data,No Data,No Data,No Data
07X179,7,P.S. 179,false,X040,false,311,311,0,0,0.01,0.151,0.817,0.013,0.01,0.209,0.215,0.945,150,55,36.7%,154,42,27.3%,No Data,No Data,No Data,No Data
07X221,7,South Bronx Preparatory: A College Board School,false,X149,false,657,0,268,389,0.017,0.247,0.711,0.008,0.018,0.262,0.07,0.942,257,109,42.4%,255,78,30.6%,92,94.6%,79,94.9%
07X223,7,The Laboratory School of Finance and Technology: X223,false,X149,false,662,0,294,368,0.009,0.166,0.813,0.005,0.008,0.199,0.076,0.95,289,167,57.8%,287,173,60.3%,117,91.5%,s,s
07X224,7,P.S./I.S. 224,false,X139,false,328,0,328,0,0.003,0.253,0.726,0.003,0.015,0.296,0.192,0.966,288,30,10.4%,301,12,4.0%,No Data,No Data,No Data,No Data
07X259,7,"H.E.R.O. High (Health, Education, and Research Occupations High School)",false,X655,false,530,0,0,530,0.015,0.389,0.572,0.017,0.008,0.209,0.1,0.806,No Data,No Data,No Data,No Data,No Data,No Data,100,71.0%,s,s
07X277,7,P.S. 277,false,X027,false,480,480,0,0,0.008,0.231,0.729,0.021,0.01,0.206,0.146,0.906,170,48,28.2%,172,52,30.2%,No Data,No Data,No Data,No Data
07X296,7,South Bronx Academy for Applied Media,false,X184,false,231,0,231,0,0.017,0.303,0.662,0.017,0,0.333,0.156,0.883,201,50,24.9%,208,39,18.8%,No Data,No Data,No Data,No Data
07X298,7,Academy of Public Relations,false,X184,false,266,0,266,0,0,0.226,0.752,0.011,0.011,0.323,0.293,0.906,214,32,15.0%,201,24,11.9%,No Data,No Data,No Data,No Data
07X334,7,International Community High School,false,X139,false,425,0,0,425,0.042,0.16,0.753,0.021,0.024,0.066,0.814,0.976,No Data,No Data,No Data,No Data,No Data,No Data,85,82.4%,88,71.6%
07X343,7,Academy of Applied Mathematics and Technology,false,X139,false,307,0,307,0,0.02,0.283,0.681,0.007,0.01,0.274,0.117,0.928,301,102,33.9%,269,111,41.3%,No Data,No Data,No Data,No Data
07X359,7,Concourse Village Elementary School,false,X156,false,346,346,0,0,0.017,0.329,0.633,0.003,0.017,0.191,0.092,0.858,146,108,74.0%,146,120,82.2%,No Data,No Data,No Data,No Data
07X369,7,Young Leaders Elementary School,false,X040,false,252,252,0,0,0,0.155,0.817,0.012,0.016,0.321,0.329,0.972,101,34,33.7%,103,42,40.8%,No Data,No Data,No Data,No Data
07X379,7,Jill Chaifetz Transfer High School,false,X184,true,220,0,0,220,0.014,0.291,0.668,0.018,0.009,0.295,0.082,0.814,No Data,No Data,No Data,No Data,No Data,No Data,99,7.1%,112,43.8%
07X381,7,Bronx Haven High School,false,X600,true,167,0,0,167,0.006,0.335,0.629,0.012,0.018,0.311,0.078,0.808,No Data,No Data,No Data,No Data,No Data,No Data,66,6.1%,90,36.7%
07X427,7,Community School for Social Justice,false,X884,false,327,0,0,327,0,0.229,0.746,0.018,0.006,0.26,0.205,0.899,No Data,No Data,No Data,No Data,No Data,No Data,65,66.2%,67,79.1%
07X473,7,Mott Haven Village Preparatory High School,false,X470,false,315,0,0,315,0.013,0.257,0.698,0.022,0.01,0.308,0.2,0.968,No Data,No Data,No Data,No Data,No Data,No Data,96,47.9%,83,75.9%
07X495,7,University Heights Secondary School,false,X470,false,519,0,0,519,0.052,0.256,0.636,0.037,0.019,0.187,0.025,0.817,No Data,No Data,No Data,No Data,No Data,No Data,103,100.0%,120,99.2%
07X500,7,Hostos-Lincoln Academy of Science,false,X162,false,547,0,178,369,0.022,0.234,0.724,0.007,0.013,0.199,0.033,0.795,160,84,52.5%,158,45,28.5%,79,88.6%,81,90.1%
07X522,7,Bronx Design and Construction Academy,false,X600,false,452,0,0,452,0.004,0.279,0.677,0.02,0.02,0.292,0.168,0.894,No Data,No Data,No Data,No Data,No Data,No Data,120,54.2%,127,67.7%
07X527,7,Bronx Leadership Academy II High School,false,X790,false,511,0,0,511,0.014,0.26,0.695,0.016,0.016,0.278,0.131,0.941,No Data,No Data,No Data,No Data,No Data,No Data,135,71.1%,125,84.0%
07X548,7,Careers in Sports High School,false,X790,false,528,0,0,528,0.004,0.292,0.68,0.004,0.021,0.25,0.174,0.837,No Data,No Data,No Data,No Data,No Data,No Data,135,57.8%,154,74.0%
07X551,7,The Urban Assembly Bronx Academy of Letters,false,X183,false,587,0,251,336,0.003,0.324,0.634,0.009,0.031,0.288,0.136,0.903,243,44,18.1%,240,34,14.2%,84,83.3%,67,73.1%
07X557,7,Mott Haven Community High School,false,X655,true,243,0,0,243,0,0.317,0.634,0.004,0.045,0.321,0.103,0.844,No Data,No Data,No Data,No Data,No Data,No Data,105,24.8%,100,54.0%
07X584,7,I.S. 584,false,X162,false,247,0,247,0,0.004,0.243,0.749,0.004,0,0.3,0.247,0.968,218,60,27.5%,225,26,11.6%,No Data,No Data,No Data,No Data
07X600,7,Alfred E. Smith Career and Technical Education High School,false,X600,false,455,0,0,455,0.004,0.218,0.758,0.007,0.013,0.277,0.193,0.923,No Data,No Data,No Data,No Data,No Data,No Data,90,75.6%,70,75.7%
07X670,7,Health Opportunities High School,false,X884,false,497,0,0,497,0.008,0.376,0.584,0.024,0.008,0.223,0.137,0.869,No Data,No Data,No Data,No Data,No Data,No Data,144,60.4%,137,71.5%
08X075,8,P.S. 75 School of Research and Discovery,false,X075,false,588,588,0,0,0.014,0.226,0.721,0.01,0.029,0.201,0.153,0.832,268,89,33.2%,274,117,42.7%,No Data,No Data,No Data,No Data
08X093,8,P.S. 093 Albert G. Oliver,false,X093,false,341,341,0,0,0,0.428,0.54,0.021,0.012,0.194,0.053,0.704,116,31,26.7%,118,39,33.1%,No Data,No Data,No Data,No Data
08X101,8,M.S. X101 Edward R. Byrne,false,X101,false,545,0,545,0,0.156,0.101,0.569,0.02,0.154,0.235,0.013,0.73,530,357,67.4%,528,313,59.3%,No Data,No Data,No Data,No Data
08X107,8,P.S. 107,false,X107,false,553,553,0,0,0.004,0.309,0.667,0.005,0.014,0.349,0.112,0.984,231,86,37.2%,237,79,33.3%,No Data,No Data,No Data,No Data
08X123,8,J.H.S. 123 James M. Kieran,false,X123,false,418,0,418,0,0.029,0.206,0.742,0.014,0.01,0.249,0.251,0.859,349,89,25.5%,366,96,26.2%,No Data,No Data,No Data,No Data
08X131,8,J.H.S. 131 Albert Einstein,false,X131,false,479,0,479,0,0.033,0.332,0.618,0.01,0.006,0.303,0.102,0.829,454,122,26.9%,456,95,20.8%,No Data,No Data,No Data,No Data
08X146,8,P.S. 146 Edward Collins,false,X146,false,378,378,0,0,0.003,0.381,0.587,0.019,0.011,0.206,0.111,0.968,166,54,32.5%,167,62,37.1%,No Data,No Data,No Data,No Data
08X282,8,Women's Academy of Excellence,false,X174,false,248,0,0,248,0.113,0.383,0.335,0.012,0.157,0.202,0.214,0.903,No Data,No Data,No Data,No Data,No Data,No Data,60,60.0%,83,69.9%
08X293,8,Renaissance High School for Musical Theater & Technology,false,X405,false,460,0,0,460,0.037,0.241,0.639,0.017,0.065,0.233,0.059,0.715,No Data,No Data,No Data,No Data,No Data,No Data,113,74.3%,111,75.7%
08X301,8,M.S. 301 Paul L. Dunbar,false,X120,false,242,0,242,0,0,0.417,0.545,0.017,0.021,0.219,0.264,0.934,216,38,17.6%,231,28,12.1%,No Data,No Data,No Data,No Data
08X302,8,M.S. 302 Luisa Dessus Cruz,false,X052,false,482,0,482,0,0.004,0.207,0.763,0.01,0.015,0.286,0.212,0.969,451,121,26.8%,469,130,27.7%,No Data,No Data,No Data,No Data
08X304,8,P.S. 304 Early Childhood School,false,X101,false,510,510,0,0,0.076,0.069,0.675,0.012,0.169,0.212,0.025,0.667,225,162,72.0%,224,142,63.4%,No Data,No Data,No Data,No Data
08X312,8,Millennium Art Academy,false,X450,false,422,0,0,422,0.014,0.27,0.675,0.017,0.024,0.251,0.066,0.742,No Data,No Data,No Data,No Data,No Data,No Data,105,78.1%,114,77.2%
08X320,8,Pelham Lab High School,false,X405,false,475,0,0,475,0.065,0.208,0.608,0.044,0.074,0.221,0.156,0.728,No Data,No Data,No Data,No Data,No Data,No Data,108,65.7%,s,s
08X333,8,The Longwood Academy for Discovery,false,X060,false,625,625,0,0,0.005,0.198,0.763,0.006,0.027,0.301,0.213,0.962,265,41,15.5%,268,61,22.8%,No Data,No Data,No Data,No Data
08X337,8,The School for Inquiry and Social Justice,false,X123,false,503,0,503,0,0.024,0.209,0.73,0.026,0.012,0.231,0.139,0.781,482,255,52.9%,480,269,56.0%,No Data,No Data,No Data,No Data
08X348,8,Schuylerville Preparatory High School,false,X405,false,360,0,0,360,0.058,0.278,0.564,0.017,0.083,0.225,0.144,0.683,No Data,No Data,No Data,No Data,No Data,No Data,99,81.8%,s,s
08X349,8,Bronx River High School,false,X405,false,425,0,0,425,0.054,0.231,0.633,0.031,0.052,0.249,0.162,0.812,No Data,No Data,No Data,No Data,No Data,No Data,105,83.8%,s,s
08X367,8,"Archimedes Academy for Math, Science and Technology Applications",false,X174,false,659,0,301,358,0.106,0.27,0.593,0.012,0.018,0.272,0.106,0.768,280,99,35.4%,273,62,22.7%,78,65.4%,91,73.6%
08X371,8,Urban Institute of Mathematics,false,X192,false,378,0,378,0,0.032,0.138,0.677,0.016,0.138,0.209,0.05,0.733,360,184,51.1%,357,157,44.0%,No Data,No Data,No Data,No Data
08X375,8,The Bronx Mathematics Preparatory School,false,X174,false,222,0,222,0,0.036,0.36,0.568,0.027,0.009,0.347,0.131,0.973,204,49,24.0%,214,46,21.5%,No Data,No Data,No Data,No Data
08X376,8,Antonia Pantoja Preparatory Academy: A College Board School,false,X450,false,446,0,213,233,0.052,0.168,0.747,0.02,0.013,0.285,0.143,0.83,191,58,30.4%,200,45,22.5%,55,50.9%,69,63.8%
08X377,8,Bronx Community High School,false,X450,true,184,0,0,184,0.011,0.359,0.614,0,0.016,0.174,0.076,0.842,No Data,No Data,No Data,No Data,No Data,No Data,81,13.6%,81,54.3%
08X392,8,Bronx Delta School,false,X192,false,339,339,0,0,0.065,0.136,0.643,0.018,0.139,0.183,0.068,0.726,77,34,44.2%,79,48,60.8%,No Data,No Data,No Data,No Data
08X405,8,Herbert H. Lehman High School,false,X405,false,794,0,0,794,0.145,0.273,0.471,0.02,0.091,0.246,0.128,0.775,No Data,No Data,No Data,No Data,No Data,No Data,183,57.4%,346,60.7%
