ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,5912,45,3701,5252,21,727,1361,2269,14179
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2432,8,514,1369,6,331,537,1476,6834
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,412,1,113,300,0,61,50,154,1581
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,7375,42,4493,6786,29,1192,1099,2085,15654
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3046,7,687,1808,10,546,359,1419,7547
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,513,2,121,356,2,89,31,140,1652
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,03,BROOME,0,SUNY,0,PUBLIC,1,4-Year/Grad,211000,800000055037,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,24,11,238,288,2,74,35,9,1214
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,17,7,185,243,0,64,28,7,1093
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,7,4,52,45,0,32,1,1,618
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,5,4,0,1,1,0,17
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,3,2,0,0,1,0,13
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,2
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3459,45,3751,2202,27,688,1563,2583,8757
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2266,18,813,784,9,340,1089,1444,6274
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,606,4,211,259,4,94,294,424,1740
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3856,56,3730,3137,25,656,757,3064,9123
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2582,21,874,1229,11,310,468,1938,6666
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,559,5,215,255,5,83,119,466,1793
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3503,44,3588,3035,25,621,1226,2997,8576
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2378,15,962,1209,11,314,826,1981,6465
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,594,5,254,261,5,90,209,431,1758
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3794,46,4028,3612,28,722,1219,3326,9206
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2533,14,1012,1434,12,375,815,2210,7016
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,636,7,277,322,6,81,196,553,2004
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,4223,40,4469,3950,21,949,1297,3329,9642
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2876,12,1086,1493,8,489,821,2080,7066
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,665,8,317,340,3,149,214,480,1994
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,4800,64,5098,4716,8,1022,1409,3497,10367
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3286,21,1258,1699,0,496,874,2032,7527
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,770,7,349,331,0,121,214,460,2000
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,484,1,279,301,3,87,33,154,650
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,435,1,148,197,1,67,27,127,572
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,40,1,9,15,0,11,6,10,93
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,6196,62,4098,4996,40,766,2224,2925,8952
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3083,16,608,1020,8,310,1183,1127,4605
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,767,3,143,215,2,74,244,325,935
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
