ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,TOTAL
Fall of 2019,63,WARREN,0,SUNY,0,PUBLIC,0,2-Year,270300,800000036039,ADIRONDACK COMMUNITY COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,1
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,17
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,17
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,17
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,19
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,19
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,19
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,14
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,14
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,14
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,21
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,21
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,21
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,9
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,9
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,9
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,11
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,11
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,11
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,14,ERIE,0,SUNY,0,PUBLIC,1,4-Year/Grad,211500,800000052554,STATE UNIVERSITY OF NEW YORK AT BUFFALO,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,401500,800000055588,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,41
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,3
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,1
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,36
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,5
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,31
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,24
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,4
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,27
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,7
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,7
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,47
Fall of 2018,58,SUFFOLK,0,SUNY,0,PUBLIC,1,4-Year/Grad,212000,800000037713,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,14
